phot_g_mean_mag,bp_rp
17.80667,0.9524441
17.020445,0.86343384
17.777632,0.9509678
16.38013,0.83297825
19.14756,1.3236675
19.43227,1.3119564
11.23176,1.3727179
19.185345,1.1701488
18.150805,1.0216427
18.142807,1.0637379
19.966873,1.722229
19.358377,1.3984871
18.138784,1.007927
16.679386,0.8618355
17.747503,0.9816456
17.7931,1.0019703
17.356966,0.9827461
18.801695,0.9694233
17.21849,0.90670395
17.267065,0.9108372
17.421377,0.9185295
19.165247,1.3097229
15.922745,0.8612728
18.233406,1.1233616
18.554583,1.156807
18.998623,1.3533878
18.381042,1.1345577
19.614798,2.0461178
18.761711,0.7853794
17.396238,0.9355221
16.42982,0.8414793
17.699186,0.9523277
18.370092,1.052475
17.537998,0.9328022
18.610641,1.1218128
19.27885,1.2359085
16.79174,0.86922646
17.42261,0.89775276
14.563361,1.1320162
15.745829,0.92422485
17.376753,0.9405575
19.083036,1.2698059
18.391989,
18.691286,
17.049265,0.9853668
16.186499,0.8493118
18.667225,
19.085644,
18.072426,0.93219566
18.016476,1.001255
15.774941,0.9027605
16.547178,0.8067131
15.559982,0.9993353
17.878075,1.0016956
18.693869,
16.496195,0.87773323
19.820862,
17.848263,
16.433575,0.91919136
18.31818,
18.102842,1.0138187
16.228643,0.87082005
17.44388,0.94314384
13.858031,1.1727581
16.85553,
16.171324,1.0086117
16.908884,0.86536026
19.64321,1.4235382
16.78794,0.86346817
17.87459,
18.474472,
19.181347,1.3165627
19.36394,1.4287701
16.364801,0.8682327
16.896507,0.89896965
17.322893,0.9302139
18.75279,1.196804
18.167091,1.0716076
16.239067,0.87068653
19.195858,1.2608871
18.486324,1.0766869
16.227297,0.86358166
16.842186,0.8810978
17.58878,0.95560074
13.131667,0.35880756
16.888065,0.91612244
15.850085,0.9421406
17.713047,0.9727688
18.874758,1.2744274
17.481995,0.93860054
18.26526,1.1127129
19.911383,1.6095905
19.560621,
16.842152,0.87280846
17.514973,0.92017365
15.734084,0.9487524
16.805836,0.8677769
18.352608,
16.44635,0.85925484
18.532858,1.195404
18.102577,
15.338683,1.0556545
15.543693,1.0089521
18.989058,1.0797062
16.421894,0.83928967
16.30771,0.87100697
17.703743,0.8906441
16.355938,0.87411594
15.540177,1.0121479
19.413769,
19.57702,1.0935268
19.329918,0.9082546
16.721033,0.84449005
17.166178,0.89307594
17.521523,0.8805866
15.630959,0.9488096
17.923561,0.9059162
18.209036,0.9818649
18.46778,1.0761681
17.947592,0.86206436
17.8587,0.9653206
17.871159,1.0119534
18.7355,1.0718403
16.88311,0.89263153
17.950575,1.0351219
17.686213,0.9760437
17.535992,0.93273354
17.824734,0.9604435
17.012945,0.8693962
18.033503,
11.734228,1.3311319
