phot_g_mean_mag,bp_rp
19.027287,0.94065285
18.181885,0.80287933
17.884108,0.7792225
18.291216,0.825243
15.213856,1.0199785
18.687197,0.8592682
18.398008,0.8455982
18.092106,0.8360958
18.858276,0.9604187
17.989717,0.78990936
18.883476,0.9037399
19.295525,1.0089436
18.039248,0.7680969
14.11359,1.1976576
18.158842,0.7871628
18.087353,0.77606964
16.149858,1.032362
18.116308,0.80651283
18.585596,0.9067364
19.069248,1.0811577
17.833115,0.78969574
18.86221,0.92354774
19.66661,1.1390877
18.072859,0.77586174
18.48986,0.8889961
19.93537,1.2094097
17.533869,0.75450706
19.748259,1.1528549
19.724487,1.084755
14.31805,1.1652918
17.560898,0.7778301
18.320044,0.90628624
19.230955,0.9508438
16.950924,0.8692188
19.511507,0.9897728
18.75194,0.9607506
13.629138,1.0597744
13.558929,1.2522678
18.95673,0.94545555
17.53772,0.7647915
17.553675,
17.969362,0.7873821
18.87207,0.8201561
16.274418,1.0580854
17.01877,0.8328171
14.387703,1.1694355
18.23353,0.84469604
18.146759,0.8062134
18.087885,0.80553627
19.333206,1.0467834
17.025312,0.88972855
17.971674,0.80674934
19.23588,0.9673424
17.570276,0.81303024
18.829971,0.92555237
19.003668,0.94231796
17.292124,0.7901306
18.19683,0.81604385
18.013802,0.75959206
17.096855,0.82099915
17.876268,0.8175926
19.46876,1.1491871
17.34773,0.77013206
17.012487,0.86875534
17.91676,0.78201294
19.12714,0.9986477
17.552427,0.78598976
17.48845,0.7769089
19.024261,0.9690399
17.847351,0.77716637
18.049719,0.82806015
18.947725,0.9065895
16.636772,1.0051136
17.065542,0.8294487
19.122791,1.2474289
17.629736,0.7784405
17.530329,0.75206566
18.118372,0.7835541
17.032963,0.83579063
18.24804,
18.16183,0.79572296
16.902517,0.9756603
19.248344,0.9598026
19.389338,0.9502678
18.10639,0.7813606
19.7667,1.3040123
18.549944,0.8304939
19.750626,1.4053154
18.9091,0.96993446
19.01926,1.0073338
19.914457,1.0169334
18.269608,0.8916111
17.748596,0.7916393
17.240534,0.7892513
17.587461,0.73696136
18.266893,0.8366833
17.754501,0.81967735
18.235573,0.8193474
18.397572,1.0522537
19.035511,0.86333084
16.294468,1.025981
17.679153,0.844635
18.341211,0.8275547
17.61826,0.78172874
17.75623,0.8450947
17.912083,0.7698574
17.88066,0.783865
19.129074,1.1600227
18.4926,0.8516636
18.271317,0.8266163
17.246271,0.7972126
15.536235,1.0629005
18.727442,0.8373585
18.583118,0.7835541
16.850195,0.99977875
17.67928,0.76597023
19.555405,1.0728989
19.046396,
